,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind,kind_num,density_num
5747,6.4,0.63,1.05,1.6,0.08,110.0,32.0,high,3.58,0.66,9.8,5,red,1.0,3.0
5748,9.3,0.43,2.2,1.9,0.085,109.0,22.0,very high,3.28,0.55,9.5,5,red,1.0,4.0
5749,9.3,0.43,2.2,1.9,0.085,109.0,22.0,very high,3.28,0.55,9.5,5,red,1.0,4.0
5750,8.0,0.42,1.6,2.5,0.08,126.0,122.0,very high,3.22,0.539,9.7,5,red,1.0,4.0
5751,9.3,0.36,2.34,1.5,0.08,161.0,55.0,high,3.47,0.73,10.9,6,red,1.0,3.0
5752,9.3,0.36,1.952,1.5,0.08,159.0,55.0,high,3.47,0.73,10.9,6,red,1.0,3.0
5753,7.6,0.395,0.14,2.5,0.071,146.0,14.0,high,3.51,0.59,11.7,7,red,1.0,3.0
5754,9.3,0.36,2.34,1.5,0.08,161.0,55.0,high,3.47,0.73,10.9,6,red,1.0,3.0
5755,8.2,0.26,2.38,2.5,0.073,152.0,47.0,high,3.4,0.78,11.3,7,nan,,3.0
5756,7.729,0.28,3.29,1.7,0.054,155.0,32.0,high,3.15,0.67,10.6,7,red,1.0,3.0
5757,6.8,0.56,1.32,1.8,0.074,133.0,24.0,medium,3.4,0.82,11.2,6,nan,,2.0
5758,7.2,0.62,0.3,2.7,0.077,117.0,85.0,very high,3.51,0.54,9.5,5,red,1.0,4.0
5759,5.8,0.405,3.96,2.0,0.039,133.0,88.0,medium,3.66,0.6,11.5,6,red,1.0,2.0
5760,7.5,0.42,1.6,2.7,0.067,107.0,25.0,high,3.24,0.44,10.4,5,red,1.0,3.0
5761,7.2,0.62,0.3,2.5,0.078,115.0,84.0,very high,3.51,0.53,9.7,5,red,1.0,4.0
5762,7.2,0.62,0.3,2.7,0.077,117.0,85.0,very high,3.51,0.54,9.5,5,red,1.0,4.0
5763,7.2,0.635,0.35,2.6,0.077,116.0,86.0,very high,3.51,0.54,9.7,5,red,1.0,4.0
5764,6.8,0.49,1.32,2.3,0.071,135.0,24.0,medium,3.41,0.83,11.3,6,red,1.0,2.0
5765,6.9,0.51,1.38,2.0,0.072,129.0,22.0,medium,3.4,0.84,11.2,6,red,1.0,2.0
5766,6.8,0.56,1.32,1.8,0.074,135.0,24.0,medium,3.4,0.82,11.2,6,red,1.0,2.0
5767,7.6,0.63,0.18,2.0,0.08,141.0,43.0,high,3.44,0.64,10.653,6,red,1.0,3.0
5768,7.7,0.715,0.06,2.1,0.064,159.0,43.0,medium,3.41,0.57,11.8,6,red,1.0,2.0
5769,6.9,0.56,0.15,1.5,0.086,136.0,46.0,high,3.53,0.57,10.6,5,red,1.0,3.0
5770,7.3,0.341,0.96,2.0,0.067,108.0,48.0,high,3.43,0.54,10.0,4,red,1.0,3.0
5771,9.1,0.366,2.59,1.6,0.067,148.0,10.0,high,3.23,0.58,11.1,7,red,1.0,3.0
5772,7.597,0.378,3.22,2.1,0.104,148.0,10.0,high,3.12,0.65,11.8,7,red,1.0,3.0
5773,7.651,0.31,2.8,2.8,0.109,147.0,16.0,high,3.31,0.79,11.8,7,red,1.0,3.0
5774,7.1,0.47,0.0,2.2,0.067,89.0,14.0,high,3.4,0.58,10.9,4,red,1.0,3.0
5775,7.7,0.715,0.06,2.1,0.064,149.0,43.0,medium,3.41,0.57,11.8,6,red,1.0,2.0
5776,8.8,0.61,1.14,4.0,0.094,148.0,69.0,very high,3.22,0.5,10.0,6,red,1.0,4.0
5777,7.2,0.6,0.2,2.5,0.076,122.0,88.0,very high,3.53,0.55,9.5,5,red,1.0,4.0
5778,9.2,0.56,0.9,1.6,0.078,108.0,21.0,high,3.15,0.49,9.9,5,red,1.0,3.0
5779,7.6,0.715,0.0,2.1,0.068,152.0,35.0,high,3.48,0.65,11.4,6,red,1.0,3.0
5780,7.526,0.31,1.74,3.1,0.061,130.0,26.0,high,3.22,0.78,12.0,6,red,1.0,3.0
5781,7.2,0.6,0.2,2.5,0.076,112.0,88.0,very high,3.53,0.55,9.5,5,red,1.0,4.0
5782,8.8,0.61,1.14,4.0,0.094,152.0,69.0,very high,3.22,0.5,10.0,6,red,1.0,4.0
5783,8.9,0.37,0.7,2.5,0.086,111.0,30.0,very high,3.34,0.64,10.5,5,red,1.0,4.0
5784,9.0,0.8,0.72,2.4,0.083,130.0,28.0,very high,3.33,0.65,10.4,6,red,1.0,4.0
5785,10.7,0.52,2.66,2.6,0.066,169.0,56.0,high,3.15,0.79,12.1,7,red,1.0,3.0
5786,6.8,0.57,0.0,2.5,0.072,156.0,64.0,high,3.43,0.56,11.2,6,red,1.0,3.0
5787,7.409,0.381,1.7,6.6,0.112,123.0,99.0,very high,3.22,0.68,9.3,5,red,1.0,4.0
5788,7.2,0.34,1.2,2.0,0.071,147.188,52.0,high,3.44,0.58,10.1,5,red,1.0,3.0
5789,7.2,0.66,0.15,7.455,0.078,116.0,86.0,very high,3.53,0.57,9.7,5,red,1.0,4.0
5790,7.8,0.45,1.38,1.9,0.082,134.0,18.0,very high,3.22,0.65,9.3,6,nan,,4.0
5791,7.2,0.66,0.15,2.3,0.078,116.0,86.0,very high,3.53,0.57,9.7,5,red,1.0,4.0
5792,7.2,0.63,0.18,2.2,0.08,139.0,88.0,very high,3.53,0.58,9.8,6,red,1.0,4.0
5793,7.1,0.59,0.06,2.3,0.08,149.0,43.0,high,3.42,0.58,10.7,6,red,1.0,3.0
5794,8.3,0.31,2.73,2.4,0.078,157.0,43.0,medium,3.31,0.77,12.5,7,red,1.0,2.0
5795,7.1,0.59,0.06,2.3,0.08,143.0,43.0,high,3.42,0.58,10.7,6,nan,,3.0
5796,8.3,0.31,2.73,2.4,0.078,155.0,43.0,medium,3.31,0.77,12.5,7,red,1.0,2.0
5797,8.3,0.41,0.06,3.4,0.084,152.733,11.0,very high,3.48,0.49,11.0,3,red,1.0,4.0
5798,8.9,0.31,1.8,2.6,0.056,114.0,39.0,high,3.4,0.69,11.8,5,red,1.0,3.0
5799,7.4,0.635,0.7,2.4,0.08,150.0,33.0,very high,3.58,0.69,10.8,7,red,1.0,4.0
5800,7.4,0.635,0.7,2.4,0.08,162.0,33.0,very high,3.58,0.69,10.8,7,red,1.0,4.0
5801,6.8,0.59,0.42,6.0,0.06,155.0,18.0,high,3.41,0.59,10.8,7,red,1.0,3.0
5802,6.8,0.418,0.42,6.0,0.06,151.0,18.0,high,3.41,0.59,10.8,7,red,1.0,3.0
5803,9.2,0.58,1.0,3.0,0.081,115.0,115.0,very high,3.23,0.59,9.5,5,red,1.0,4.0
5804,7.2,0.54,1.35,2.6,0.084,108.0,78.0,high,3.39,0.71,11.0,5,red,1.0,3.0
5805,6.1,0.56,0.0,2.2,0.079,124.0,9.0,medium,3.59,0.54,11.5,6,red,1.0,2.0
5806,7.4,0.52,0.78,2.4,0.078,154.0,61.0,high,3.43,0.59,10.8,6,red,1.0,3.0
5807,7.3,0.305,2.34,1.2,0.059,129.0,11.0,medium,3.29,0.52,11.5,6,red,1.0,2.0
5808,9.3,0.38,2.88,3.8,0.132,127.0,11.0,high,3.23,0.57,13.2,6,red,1.0,3.0
5809,9.1,0.28,2.76,9.0,0.114,123.0,9.0,very high,3.18,0.6,10.9,6,red,1.0,4.0
5810,10.0,0.46,2.64,2.9,0.065,124.0,8.0,high,3.33,0.62,12.2,6,red,1.0,3.0
5811,9.4,0.395,3.22,4.6,0.094,139.0,10.0,high,3.27,0.64,12.2,7,red,1.0,3.0
5812,7.3,0.305,2.34,1.2,0.059,133.0,11.0,medium,3.29,0.52,11.5,6,red,1.0,2.0
5813,8.6,0.315,2.4,2.2,0.079,125.0,6.0,high,3.27,0.67,11.9,6,red,1.0,3.0
5814,5.3,0.715,2.043,1.5,0.161,107.0,62.0,medium,3.62,0.61,11.0,5,red,1.0,2.0
5815,6.8,0.41,1.86,8.8,0.084,152.0,45.0,very high,3.38,0.64,10.1,6,red,1.0,4.0
5816,8.4,0.36,1.92,2.2,0.081,150.0,79.0,high,3.3,0.72,11.0,6,red,1.0,3.0
5817,8.4,0.62,0.72,1.8,0.072,156.0,46.0,high,3.38,0.89,11.8,6,red,1.0,3.0
5818,9.6,0.41,1.85,2.3,0.091,110.0,23.0,very high,3.24,0.56,10.5,5,red,1.0,4.0
5819,7.368,0.36,1.92,2.2,0.081,156.0,79.0,high,3.3,0.72,11.0,6,nan,,3.0
5820,8.4,0.62,0.72,1.8,0.072,162.0,46.0,high,3.38,0.89,11.8,6,red,1.0,3.0
5821,6.8,0.41,1.86,8.8,0.084,148.0,45.0,very high,3.38,0.64,10.1,6,red,1.0,4.0
5822,8.6,0.47,1.35,2.3,0.055,114.0,28.0,high,3.18,0.8,11.2,5,red,1.0,3.0
5823,8.6,0.22,2.059,1.9,0.064,193.0,77.0,high,3.47,0.87,11.0,7,red,1.0,3.0
5824,9.4,0.24,1.98,2.3,0.061,176.0,73.0,very high,3.47,0.9,10.2,6,red,1.0,4.0
5825,8.4,0.67,0.76,2.2,0.093,91.0,75.0,very high,3.2,0.59,9.2,4,red,1.0,4.0
5826,7.227,0.47,1.35,2.3,0.055,114.0,28.0,high,3.18,0.8,11.2,5,red,1.0,3.0
5827,8.7,0.33,2.66,3.3,0.063,156.0,19.0,medium,3.3,0.73,12.0,7,red,1.0,2.0
5828,6.6,0.61,0.05,1.9,0.08,110.0,25.0,very high,3.69,0.73,10.5,5,red,1.0,4.0
5829,7.4,0.61,0.05,2.0,0.074,113.0,38.0,very high,3.48,0.65,9.8,5,red,1.0,4.0
5830,7.6,0.4,1.74,1.9,0.078,153.0,66.0,very high,3.45,0.59,9.5,6,red,1.0,4.0
5831,7.569,0.61,0.05,2.0,0.074,111.0,38.0,very high,3.48,0.65,9.8,5,red,1.0,4.0
5832,6.6,0.61,0.05,1.9,0.08,104.0,25.0,very high,3.69,0.73,10.5,5,red,1.0,4.0
5833,8.8,0.3,2.28,2.3,0.06,139.0,72.0,high,3.39,0.72,11.8,6,red,1.0,3.0
5834,7.504,0.3,2.28,2.3,0.06,147.576,72.0,high,3.39,0.72,11.8,6,nan,,3.0
5835,7.804,0.63,2.0,5.795,0.071,84.0,26.0,very high,3.07,0.6,10.4,4,red,1.0,4.0
5836,7.2,0.38,2.66,2.8,0.068,163.0,42.0,medium,3.34,0.72,12.9,7,red,1.0,2.0
5837,6.2,0.46,0.85,1.6,0.073,109.0,11.0,medium,3.61,0.54,11.4,5,red,1.0,2.0
5838,7.562,0.33,3.64,2.2,0.074,153.0,25.0,high,3.36,0.76,12.4,7,red,1.0,3.0
5839,7.226,0.27,3.43,5.0,0.082,151.0,17.0,nan,3.19,0.52,12.5,7,red,1.0,
5840,10.1,0.43,2.8,2.6,0.092,153.0,52.0,very high,3.22,0.64,10.0,7,red,1.0,4.0
5841,9.8,0.36,2.38,2.3,0.094,150.0,45.0,very high,3.24,0.6,9.7,7,red,1.0,4.0
5842,8.3,0.3,3.43,3.8,0.09,151.0,24.0,high,3.27,0.64,12.1,7,red,1.0,3.0
5843,10.2,0.44,2.94,2.0,0.071,141.0,20.0,high,3.14,0.79,11.1,7,red,1.0,3.0
5844,10.2,0.44,4.06,4.1,0.092,147.0,24.0,very high,3.29,0.589,12.0,7,red,1.0,4.0
5845,8.3,0.28,3.36,2.1,0.093,144.0,12.0,medium,3.26,0.62,12.4,7,red,1.0,2.0
5846,8.9,0.374,3.15,1.8,0.075,150.0,21.0,high,3.41,0.76,11.9,7,red,1.0,3.0
5847,8.9,0.39,3.15,1.8,0.075,148.0,21.0,high,3.41,0.76,11.9,7,red,1.0,3.0
5848,7.363,0.12,3.15,1.8,0.075,152.0,21.0,high,3.41,0.76,11.9,7,nan,,3.0
5849,8.3,0.28,3.36,2.1,0.093,144.0,12.0,medium,3.26,0.62,12.4,7,red,1.0,2.0
5850,8.2,0.31,2.8,2.2,0.058,142.0,10.0,high,3.31,0.68,11.2,7,red,1.0,3.0
5851,10.2,0.34,3.36,2.1,0.052,141.0,9.0,medium,3.2,0.69,12.1,7,red,1.0,2.0
5852,7.6,0.43,2.4,2.7,0.082,126.0,11.0,high,3.44,0.54,12.2,6,red,1.0,3.0
5853,8.5,0.21,2.6,1.9,0.09,109.0,23.0,high,3.36,0.67,10.4,5,red,1.0,3.0
5854,9.0,0.36,3.12,2.1,0.111,125.0,10.0,high,3.31,0.6,11.3,6,red,1.0,3.0
5855,9.5,0.37,3.12,2.0,0.088,134.0,51.0,high,3.29,0.58,11.1,6,red,1.0,3.0
5856,6.4,0.57,0.84,2.3,0.12,161.0,36.0,high,3.47,0.595,11.3,7,red,1.0,3.0
5857,8.0,0.59,0.25,2.0,0.089,114.0,32.0,very high,3.36,0.61,10.0,5,red,1.0,4.0
5858,8.5,0.47,1.62,1.9,0.058,132.0,38.0,high,3.16,0.85,11.1,6,red,1.0,3.0
5859,7.1,0.56,0.7,1.6,0.078,113.0,18.0,high,3.27,0.62,9.3,5,red,1.0,3.0
5860,6.6,0.57,0.1,2.1,0.115,153.151,16.0,high,3.38,0.69,9.5,5,red,1.0,3.0
5861,8.8,0.27,2.34,2.0,0.1,134.0,27.0,high,3.15,0.69,11.2,6,red,1.0,3.0
5862,8.5,0.47,1.62,1.9,0.058,138.0,38.0,high,3.16,0.571,11.1,6,red,1.0,3.0
5863,8.3,0.34,2.4,2.4,0.065,140.0,48.0,high,3.34,0.86,11.0,6,red,1.0,3.0
5864,9.0,0.38,2.87,2.4,0.103,144.0,10.0,high,3.13,0.583,10.855,7,red,1.0,3.0
5865,8.5,0.66,1.0,2.1,0.097,127.0,113.0,very high,3.13,0.595,9.2,5,red,1.0,4.0
5866,7.698,0.4,2.58,2.4,0.068,149.0,46.0,medium,3.2,0.6,12.2,6,red,1.0,2.0
5867,6.7,0.56,0.45,2.9,0.079,105.0,22.0,high,3.46,0.61,10.2,5,red,1.0,3.0
5868,10.4,0.26,2.88,1.9,0.066,122.0,10.0,very high,3.33,0.87,10.9,6,red,1.0,4.0
5869,10.4,0.26,2.88,1.9,0.066,128.0,10.0,very high,3.33,0.87,10.9,6,red,1.0,4.0
5870,10.1,0.38,3.5,2.4,0.104,150.0,13.0,high,3.22,0.65,11.6,7,red,1.0,3.0
5871,8.5,0.34,2.2,1.7,0.079,106.0,12.0,high,3.52,0.63,10.7,5,nan,,3.0
5872,8.8,0.33,2.87,5.9,0.073,143.0,13.0,high,3.3,0.62,12.1,7,red,1.0,3.0
5873,7.2,0.41,1.5,2.1,0.083,137.0,72.0,very high,3.44,0.52,9.4,5,red,1.0,4.0
5874,7.2,0.41,1.5,2.1,0.083,133.0,72.0,very high,3.44,0.52,9.4,5,red,1.0,4.0
5875,8.4,0.59,1.45,2.6,0.109,129.0,119.0,very high,3.15,0.5,9.1,5,red,1.0,4.0
5876,7.0,0.4,2.24,3.6,0.061,145.0,29.0,medium,3.28,0.49,11.3,7,red,1.0,2.0
5877,7.562,0.45,2.45,1.4,0.075,105.0,6.0,high,3.13,0.63,10.4,5,red,1.0,3.0
5878,9.1,0.5,1.8,1.9,0.065,124.0,17.0,very high,3.32,0.71,10.5,6,red,1.0,4.0
5879,7.242,0.346,1.3,1.9,0.079,111.0,28.0,very high,3.25,0.62,10.0,5,red,1.0,4.0
5880,7.259,0.52,1.92,2.1,0.07,171.0,70.0,medium,3.34,0.82,12.9,6,red,1.0,2.0
5881,9.1,0.5,1.8,1.9,0.065,132.0,17.0,very high,3.32,0.603,10.5,6,red,1.0,4.0
5882,7.83,0.45,2.45,1.4,0.075,99.0,6.0,high,3.13,0.63,10.4,5,nan,,3.0
5883,7.589,0.58,0.0,2.0,0.064,129.0,11.0,high,3.45,0.58,11.3,6,red,1.0,3.0
5884,9.8,0.34,2.73,1.4,0.066,147.0,7.0,medium,3.19,0.55,10.635,7,red,1.0,2.0
5885,7.1,0.36,1.5,1.6,0.08,135.0,70.0,high,3.44,0.5,9.4,5,red,1.0,3.0
5886,7.7,0.39,0.6,1.7,0.097,115.0,27.0,high,3.16,0.49,9.4,5,red,1.0,3.0
5887,9.7,0.295,2.4,1.5,0.073,134.0,21.0,high,3.14,0.51,10.9,6,red,1.0,3.0
5888,7.7,0.39,0.6,1.7,0.097,117.0,27.0,high,3.16,0.49,9.4,5,red,1.0,3.0
5889,7.799,0.34,1.4,2.0,0.082,129.0,68.0,high,3.45,0.48,9.4,5,red,1.0,3.0
5890,6.5,0.4,0.6,2.0,0.076,150.0,47.0,high,3.36,0.48,9.4,6,red,1.0,3.0
5891,7.1,0.34,1.4,2.0,0.082,137.0,68.0,high,3.45,0.48,9.4,5,red,1.0,3.0
5892,10.0,0.35,2.25,2.5,0.092,120.0,88.0,very high,3.15,0.578,9.4,5,red,1.0,4.0
5893,7.7,0.6,0.36,2.0,0.079,137.0,41.0,high,3.39,0.552,10.1,6,red,1.0,3.0
5894,5.6,0.66,0.0,2.2,0.087,141.0,11.0,medium,3.264,0.63,12.8,7,red,1.0,2.0
5895,5.6,0.66,0.0,2.2,0.087,155.231,11.0,medium,3.288,0.63,12.8,7,red,1.0,2.0
5896,8.9,0.374,2.04,1.4,0.05,126.0,10.0,high,3.12,0.48,9.1,6,red,1.0,3.0
5897,6.4,0.69,0.0,1.65,0.055,129.0,12.0,low,3.47,0.569,12.9,6,red,1.0,1.0
5898,7.5,0.43,2.1,2.2,0.062,146.0,12.0,high,3.44,0.72,11.5,7,red,1.0,3.0
5899,7.387,0.35,2.66,1.5,0.058,169.0,47.0,high,3.26,0.82,10.6,7,red,1.0,3.0
5900,9.1,0.29,2.31,2.05,0.063,157.0,27.0,high,3.26,0.84,11.7,7,red,1.0,3.0
5901,6.8,0.36,2.24,1.8,0.067,140.0,8.0,medium,3.36,0.55,12.8,7,red,1.0,2.0
5902,8.2,0.43,1.45,1.6,0.081,127.0,45.0,high,3.25,0.54,10.3,5,red,1.0,3.0
5903,6.8,0.36,2.24,1.8,0.067,146.0,8.0,medium,3.36,0.55,12.8,7,nan,,2.0
5904,9.1,0.29,2.31,2.05,0.063,153.0,27.0,high,3.26,0.84,11.7,7,red,1.0,3.0
5905,9.1,0.3,2.38,2.0,0.064,154.0,25.0,high,3.26,0.84,11.7,7,red,1.0,3.0
5906,8.9,0.35,2.8,3.6,0.11,154.0,24.0,high,3.23,0.7,12.0,7,red,1.0,3.0
5907,9.6,0.5,1.8,2.8,0.116,128.0,55.0,very high,3.18,0.68,10.9,5,red,1.0,4.0
5908,8.9,0.28,3.15,1.7,0.067,149.0,12.0,medium,3.25,0.55,12.3,7,red,1.0,2.0
5909,8.9,0.32,1.86,2.0,0.088,134.0,19.0,high,3.17,0.55,10.4,6,red,1.0,3.0
5910,7.7,0.391,0.75,2.1,0.102,109.0,32.0,high,3.23,0.48,10.0,5,red,1.0,3.0
5911,7.5,0.71,0.0,1.6,0.092,148.0,31.0,high,3.38,0.58,10.0,6,red,1.0,3.0
5912,8.0,0.58,0.96,2.0,0.12,151.028,7.0,medium,3.22,0.561,11.2,6,red,1.0,2.0
5913,10.5,0.39,2.76,2.2,0.075,136.0,27.0,high,3.06,0.84,11.4,6,red,1.0,3.0
5914,8.9,0.38,2.8,2.2,0.068,154.0,28.0,medium,3.27,0.75,12.6,7,red,1.0,2.0
5915,8.0,0.18,2.22,0.9,0.049,158.0,109.0,low,2.89,0.44,12.7,6,red,1.0,1.0
5916,8.0,0.18,2.22,0.9,0.049,154.0,109.0,low,2.89,0.44,12.7,6,red,1.0,1.0
5917,7.37,0.5,0.7,1.8,0.078,110.0,23.0,high,3.53,0.61,10.4,5,red,1.0,3.0
5918,7.315,0.381,3.96,2.4,0.123,119.0,8.0,high,3.2,0.53,11.9,6,red,1.0,3.0
5919,7.228,0.36,3.96,2.4,0.123,123.0,8.0,high,3.2,0.53,11.9,6,red,1.0,3.0
5920,7.0,0.51,0.45,2.1,0.062,104.0,9.0,high,3.35,0.54,10.5,5,red,1.0,3.0
5921,8.2,0.32,2.52,2.3,0.098,117.0,9.0,high,3.27,0.55,12.3,6,red,1.0,3.0
5922,7.351,0.58,0.07,1.8,0.088,154.0,18.0,high,3.32,0.56,10.5,7,red,1.0,3.0
5923,8.6,0.83,0.0,2.8,0.095,139.0,43.0,very high,3.33,0.6,10.4,6,nan,,4.0
5924,7.9,0.31,1.92,1.9,0.066,134.0,36.0,medium,3.41,0.56,12.6,6,red,1.0,2.0
5925,6.4,0.795,0.0,2.2,0.065,126.0,52.0,medium,3.49,0.52,11.6,5,red,1.0,2.0
5926,7.2,0.34,1.26,2.5,0.075,161.0,68.0,high,3.37,0.54,10.1,6,red,1.0,3.0
5927,7.7,0.58,0.07,1.8,0.088,152.0,18.0,high,3.32,0.563,10.5,7,red,1.0,3.0
5928,7.1,0.59,0.0,2.1,0.091,151.0,14.0,medium,3.42,0.55,11.5,7,red,1.0,2.0
5929,7.3,0.55,0.07,1.8,0.093,147.0,15.0,high,3.35,0.58,11.0,7,red,1.0,3.0
5930,8.1,0.383,0.0,4.1,0.095,111.0,14.0,very high,3.36,0.53,9.6,5,red,1.0,4.0
5931,7.5,0.388,0.48,7.485,0.089,130.0,27.0,high,3.3,0.59,10.4,6,red,1.0,3.0
5932,8.9,0.745,1.08,2.5,0.077,137.0,48.0,very high,3.2,0.47,9.7,6,red,1.0,4.0
5933,10.1,0.37,2.38,2.4,0.085,145.0,17.0,high,3.17,0.65,10.6,7,red,1.0,3.0
5934,7.6,0.31,2.38,2.5,0.082,162.0,35.0,medium,3.22,0.59,12.5,7,red,1.0,2.0
5935,7.3,0.418,0.5,1.8,0.074,122.0,56.0,high,3.35,0.56,9.2,5,nan,,3.0
5936,8.7,0.41,2.87,6.2,0.078,165.0,42.0,high,3.24,0.59,12.6,7,red,1.0,3.0
5937,8.9,0.5,1.26,2.2,0.088,145.0,39.0,high,3.33,0.83,10.987,6,red,1.0,3.0
5938,7.4,0.397,0.0,2.2,0.088,116.0,32.0,very high,3.58,0.67,10.2,5,red,1.0,4.0
5939,6.9,0.49,1.14,6.468,0.079,131.0,26.0,high,3.38,0.55,9.8,6,red,1.0,3.0
5940,8.9,0.5,1.26,2.2,0.088,143.0,39.0,high,3.33,0.83,11.1,6,red,1.0,3.0
5941,9.5,0.39,2.87,8.9,0.069,162.0,39.0,very high,3.29,0.81,10.9,7,red,1.0,4.0
5942,6.4,0.39,1.98,3.3,0.046,130.0,53.0,medium,3.36,0.62,12.2,6,red,1.0,2.0
5943,6.9,0.44,0.0,1.4,0.07,152.0,38.0,medium,3.32,0.58,11.4,6,red,1.0,2.0
5944,7.6,0.78,0.0,1.7,0.076,155.0,45.0,high,3.31,0.62,10.7,6,red,1.0,3.0
5945,7.1,0.43,0.85,1.8,0.082,129.0,51.0,high,3.49,0.64,10.4,5,red,1.0,3.0
5946,9.3,0.49,2.16,1.7,0.081,119.0,14.0,very high,3.27,0.78,10.9,6,red,1.0,4.0
5947,9.3,0.5,2.16,1.8,0.084,130.0,17.0,very high,3.27,0.77,10.8,6,red,1.0,4.0
5948,7.1,0.417,0.85,1.8,0.082,125.0,51.0,high,3.49,0.64,10.4,5,red,1.0,3.0
5949,8.5,0.46,2.95,1.4,0.06,116.0,45.0,very high,3.03,0.564,9.2,5,red,1.0,4.0
5950,5.6,0.605,0.25,2.4,0.073,117.0,25.0,medium,3.56,0.55,12.9,5,red,1.0,2.0
5951,8.3,0.33,2.94,2.3,0.07,145.0,20.0,medium,3.38,0.77,12.7,7,red,1.0,2.0
5952,7.764,0.382,1.62,2.0,0.095,123.0,77.0,very high,3.13,0.62,9.1,6,red,1.0,4.0
5953,8.2,0.421,1.62,2.0,0.095,123.0,77.0,very high,3.13,0.62,9.1,6,red,1.0,4.0
5954,8.9,0.48,3.71,4.0,0.101,145.0,10.0,high,3.21,0.59,12.1,7,red,1.0,3.0
5955,7.6,0.42,1.25,3.9,0.104,126.0,90.0,very high,3.15,0.57,9.1,5,red,1.0,4.0
5956,9.9,0.53,3.99,2.4,0.093,172.0,52.0,very high,3.19,0.76,11.6,7,red,1.0,4.0
5957,8.9,0.48,1.873,4.0,0.101,143.0,10.0,high,3.21,0.59,12.1,7,red,1.0,3.0
5958,7.63,0.23,3.42,1.8,0.074,123.0,8.0,very high,3.14,0.7,9.9,6,red,1.0,4.0
5959,9.1,0.4,4.0,1.8,0.071,167.0,16.0,medium,3.21,0.69,12.5,8,red,1.0,2.0
5960,8.0,0.38,2.64,1.9,0.098,128.0,15.0,high,3.3,0.64,11.4,6,red,1.0,3.0
5961,10.2,0.29,3.9,2.4,0.075,132.0,17.0,high,3.22,0.63,11.8,6,red,1.0,3.0
5962,8.2,0.74,0.54,2.0,0.067,129.0,10.0,nan,3.28,0.57,11.8,6,red,1.0,
5963,7.7,0.61,1.08,2.4,0.083,128.0,20.0,high,3.29,0.6,10.2,6,red,1.0,3.0
5964,6.6,0.52,0.56,2.4,0.07,151.0,26.0,medium,3.4,0.72,12.5,7,red,1.0,2.0
5965,7.364,0.31,3.71,2.2,0.06,143.0,10.0,high,3.02,0.83,10.9,7,red,1.0,3.0
5966,7.6,0.372,3.71,2.2,0.06,145.0,10.0,high,3.02,0.83,10.9,7,red,1.0,3.0
5967,7.684,0.62,1.75,2.8,0.086,126.0,52.0,very high,3.31,0.62,10.8,5,red,1.0,4.0
5968,9.3,0.33,3.15,1.5,0.057,149.0,37.0,nan,3.18,0.89,11.1,7,red,1.0,
5969,7.5,0.77,1.0,8.1,0.098,130.0,92.0,very high,3.2,0.58,9.2,5,red,1.0,4.0
5970,7.2,0.35,1.56,1.8,0.083,147.0,75.0,high,3.4,0.58,9.5,6,red,1.0,3.0
5971,8.0,0.62,1.98,2.7,0.088,138.0,37.0,very high,3.31,0.58,10.7,6,red,1.0,4.0
5972,7.252,0.77,1.0,8.1,0.098,158.5,92.0,very high,3.2,0.58,9.2,5,red,1.0,4.0
5973,9.1,0.25,2.38,2.0,0.071,185.0,67.0,very high,3.44,0.86,10.2,7,nan,,4.0
5974,9.9,0.32,3.36,2.0,0.073,119.0,8.0,high,3.15,0.73,11.4,6,red,1.0,3.0
5975,8.6,0.37,3.25,6.4,0.08,101.0,8.0,very high,3.27,0.58,11.0,5,red,1.0,4.0
5976,8.6,0.37,3.25,6.4,0.08,101.0,8.0,very high,3.27,0.58,11.0,5,red,1.0,4.0
5977,7.9,0.3,2.24,8.3,0.05,175.5,278.0,medium,3.01,0.51,12.3,7,red,1.0,2.0
5978,10.3,0.373,3.36,1.4,0.047,125.0,8.0,medium,3.16,0.51,11.8,6,red,1.0,2.0
5979,7.9,0.3,2.132,8.3,0.05,177.5,128.474,medium,3.01,0.51,12.3,7,red,1.0,2.0
5980,7.2,0.38,1.8,1.8,0.073,147.0,70.0,high,3.42,0.59,9.5,6,red,1.0,3.0
5981,8.7,0.351,2.7,2.4,0.072,152.0,59.0,high,3.33,0.77,12.0,6,red,1.0,3.0
5982,7.2,0.38,1.8,1.8,0.073,147.0,70.0,high,3.42,0.59,9.5,6,red,1.0,3.0
5983,6.8,0.48,0.4,1.8,0.074,142.0,64.0,high,3.12,0.49,9.6,5,red,1.0,3.0
5984,8.5,0.34,2.8,4.7,0.055,143.0,9.0,very high,3.38,0.593,11.6,7,red,1.0,4.0
5985,7.9,0.19,2.52,1.6,0.057,136.0,30.0,medium,3.29,0.69,11.2,6,red,1.0,2.0
5986,7.736,0.41,3.78,1.5,0.095,158.0,41.0,very high,3.02,0.76,9.9,7,red,1.0,4.0
5987,7.719,0.41,3.78,1.5,0.095,160.0,41.0,very high,3.02,0.536,9.9,7,red,1.0,4.0
5988,10.0,0.26,4.32,1.9,0.083,149.117,74.0,medium,2.98,0.576,11.8,8,red,1.0,2.0
