,FA,VA,CA,RS,chlorides,FSD,TSD,density,pH,sulphates,alcohol,quality
5198,7.5,0.53,0.36,2.6,0.086,138.0,44.0,0,3.38,0.59,10.7,1
5199,11.1,0.18,2.88,1.5,0.068,131.0,15.0,3,3.22,0.64,10.1,1
5200,8.3,0.705,1.8638096026490105,2.6,0.092,116.0,28.0,3,3.51,0.72,10.0,0
5201,7.4,0.67,0.6,1.6,0.18600000000000003,101.0,21.0,0,3.39,0.54,9.5,0
5202,8.4,0.65,1.8638096026490105,2.1,0.11199999999999999,112.0,90.0,3,3.2,0.52,9.2,0
5204,7.6,0.62,1.6,2.2,0.08199999999999999,107.0,54.0,0,3.36,0.52,9.4,0
5205,10.3,0.41,2.52,2.4,0.213,130.0,14.0,3,3.19,0.62,9.5,1
5206,10.3,0.43,2.64,2.4,0.214,127.0,12.0,3,3.19,0.63,9.5,1
5207,7.4,0.29,2.28,1.7,0.062,129.0,30.0,0,3.41,0.53,9.5,1
5208,10.3,0.53,2.88,2.5,0.063,126.0,25.0,3,3.12,0.59,9.3,1
5209,7.9,0.53,1.44,2.0,0.07200000000000001,135.0,105.0,0,3.27,0.54,9.4,1
5210,9.0,0.46,1.86,2.8,0.09300000000000001,141.0,98.0,3,3.32,0.63,9.5,1
5211,8.6,0.47,1.5,3.0,0.076,132.0,135.0,3,3.3,0.53,9.4,0
5212,7.4,0.36,1.45,2.6,0.087,128.0,72.0,0,3.39,0.68,11.0,0
5213,7.1,0.35,1.74,2.5,0.096,140.0,53.0,0,3.42,0.65,11.0,1
5214,9.6,0.56,1.15,3.4,0.102,137.0,115.80207972270364,3,3.3,0.65,10.1,0
5215,9.6,0.77,1.8638096026490105,2.9,0.08199999999999999,148.0,74.0,3,3.3,0.64,10.4,1
5216,9.8,0.66,2.73,3.2,0.083,161.0,59.0,3,3.37,0.71,11.5,1
5217,9.6,0.77,0.72,2.9,0.08199999999999999,148.0,74.0,3,3.3,0.64,10.4,1
5218,9.8,0.66,2.73,3.2,0.083,161.0,59.0,3,3.37,0.71,11.5,1
5219,9.3,0.61,1.3,3.4,0.09,123.0,87.0,3,3.24,0.62,9.7,0
5220,7.8,0.62,1.8638096026490105,2.3,0.079,104.0,18.0,3,3.29,0.63,9.3,0
5221,10.3,0.59,1.8638096026490105,2.8,0.09,149.0,73.0,3,3.28,0.7,9.5,1
5222,10.0,0.49,1.2,11.0,0.071,146.8341224489796,115.80207972270364,3,3.16,0.69,9.2,1
5224,11.6,0.53,4.62,3.65,0.121,146.0,14.0,3,3.05,0.74,11.5,1
5225,10.3,0.44,2.5,4.5,0.107,99.0,13.0,3,3.28,0.83,11.5,0
5226,13.4,0.27,3.72,2.6,0.08199999999999999,126.0,21.0,3,3.16,0.67,9.7,1
5227,10.7,0.46,1.95,2.0,0.061,107.0,15.0,3,3.18,0.62,9.5,0
5228,10.2,0.36,3.84,5.443836575875507,0.122,126.0,41.0,3,3.23,0.66,12.5,1
5229,10.2,0.36,3.84,2.9,0.122,130.0,41.0,3,3.23,0.66,12.5,1
5230,8.0,0.58,1.68,3.2,0.066,139.0,114.0,3,3.22,0.54,9.4,1
5231,8.4,0.56,1.8638096026490105,2.1,0.105,116.0,44.0,0,3.13,0.52,11.0,0
5232,7.9,0.65,0.07,2.5,0.078,157.0,38.0,0,3.34,0.74,11.7,1
5233,11.9,0.695,3.71,3.4,0.128,145.0,21.0,3,3.17,0.84,12.2,1
5234,8.9,0.43,2.7,1.9,0.052000000000000005,122.0,16.0,2,3.35,0.7,12.5,1
5235,7.8,0.43,1.6,2.8,0.08,123.0,58.0,3,3.31,0.64,10.3,0
5236,12.4,0.49,3.48,3.0,0.10300000000000001,152.0,99.0,3,3.16,1.0,11.5,1
5237,12.5,0.28,3.78,2.3,0.08199999999999999,148.0,115.80207972270364,3,3.11,1.36,9.8,1
5238,12.2,0.34,3.0,2.4,0.066,124.0,21.0,3,3.12,1.18,9.2,1
5239,10.6,0.42,2.88,2.7,0.065,129.0,18.0,3,3.21,0.87,11.3,1
5240,10.9,0.39,2.82,1.8,0.11800000000000001,126.0,14.0,3,3.3,0.75,9.8,1
5241,10.9,0.39,2.82,1.8,0.11800000000000001,124.0,14.0,3,3.3,0.75,9.8,1
5242,11.9,0.57,3.0,2.6,0.08199999999999999,124.0,32.0,3,3.12,0.78,10.7,1
5243,7.0,0.685,0.0,1.9,0.067,138.0,63.0,3,3.6,0.81,9.9,0
5244,6.6,0.815,1.8638096026490105,2.7,0.07200000000000001,161.0,34.0,0,3.58,0.89,12.3,1
5245,13.8,0.49,4.02,3.0,0.09300000000000001,126.0,15.0,3,3.02,0.93,12.0,1
5246,9.6,0.56,1.8638096026490105,2.8,0.08900000000000001,135.0,46.0,3,3.11,0.92,10.0,1
5247,9.1,0.785,0.0,2.6,0.09300000000000001,129.0,115.80207972270364,3,3.36,0.86,9.4,1
5248,10.7,0.67,1.32,2.7,0.107,139.0,34.0,3,3.28,0.98,9.9,1
5249,9.1,0.795,0.0,2.6,0.096,127.0,26.0,3,3.35,0.83,9.4,1
5250,7.7,0.665,0.0,2.4,0.09,106.0,19.0,3,3.27,0.73,9.3,0
5251,13.5,0.53,3.95,4.8,0.12,125.0,77.0,3,3.18,0.77,13.0,0
5252,6.1,0.21,2.4,1.4,0.066,160.5,165.0,1,3.25,0.59,11.9,1
5253,6.7,0.75,0.06,2.4,0.078,135.0,32.0,0,3.55,0.61,12.8,1
5254,11.5,0.41,2.6,3.0,0.08,129.0,55.0,3,3.26,0.88,11.0,0
5255,10.5,0.42,1.8638096026490105,2.95,0.11599999999999999,154.0,29.0,3,3.24,0.75,11.7,1
5256,11.9,0.43,4.62,3.1,0.109,150.0,23.0,3,3.15,0.85,10.4,1
5257,12.6,0.38,3.96,2.6,0.08800000000000001,130.0,41.0,3,3.17,0.68,9.8,1
5258,8.2,0.7,1.15,2.0,0.099,112.0,81.0,3,3.19,0.7,9.4,0
5259,8.6,0.45,1.86,2.6,0.086,135.0,50.0,3,3.37,0.91,9.9,1
5260,11.9,0.58,3.3,2.5,0.07200000000000001,108.0,37.0,3,3.05,0.56,10.0,0
5261,12.5,0.46,3.15,2.0,0.071,108.0,115.80207972270364,3,2.99,0.87,10.2,0
5262,12.8,0.615,4.62,5.8,0.083,146.8341224489796,42.0,3,3.07,0.73,10.0,1
5263,10.0,0.42,3.0,3.4,0.107,127.0,21.0,3,3.26,0.93,11.8,1
5264,12.8,0.615,4.62,5.8,0.083,147.0,42.0,3,3.07,0.73,10.0,1
5265,10.4,0.575,3.05,5.443836575875507,0.076,113.0,115.80207972270364,3,3.16,0.69,9.0,0
5266,10.3,0.34,2.6,2.8,0.159,113.0,75.0,3,3.18,0.64,9.4,0
5267,9.4,0.27,3.71,2.4,0.07400000000000001,140.0,115.80207972270364,0,3.2,1.13,12.0,1
5268,7.1831040774234385,0.765,1.8638096026490105,2.3,0.063,133.0,63.0,3,3.57,0.78,9.9,0
5269,7.9,0.24,2.4,1.6,0.055999999999999994,135.0,25.0,0,3.32,0.87,8.7,1
5270,9.1,0.28,2.88,1.8,0.067,146.0,46.0,0,3.32,1.04,10.487660536156229,1
5271,7.4,0.55,1.1,2.2,0.106,114.0,72.0,0,3.05,0.63,9.2,0
5273,11.5,0.54,4.97,4.4,0.124,144.0,15.0,3,3.01,0.83,11.8,1
5274,11.5,0.45,3.0,3.0,0.078,139.0,47.0,3,3.26,1.11,11.0,1
5275,9.4,0.27,3.71,2.4,0.07400000000000001,148.0,18.0,0,3.2,1.13,12.0,1
5276,11.4,0.625,3.96,6.2,0.08800000000000001,124.0,24.0,3,3.11,0.99,13.3,1
5277,8.3,0.42,2.28,2.5,0.094,142.0,60.0,3,3.31,0.7,10.8,1
5278,8.3,0.26,2.52,2.0,0.08,131.0,27.0,3,3.21,0.8,9.4,1
5279,13.7,0.415,4.08,2.9,0.085,139.0,43.0,3,3.06,0.8,10.0,1
5280,8.3,0.26,2.52,2.0,0.08,131.0,27.0,3,3.21,0.8,9.4,1
5281,8.3,0.26,1.8638096026490105,2.0,0.08,131.0,27.0,3,3.21,0.8,9.4,1
5282,7.7,0.51,1.4,2.1,0.087,121.0,54.0,3,3.42,0.74,9.2,0
5283,7.4,0.63,0.42,2.4,0.09,146.8341224489796,37.0,3,3.43,0.76,9.7,1
5284,7.8,0.54,1.56,2.0,0.08800000000000001,145.0,48.0,3,3.41,0.74,9.2,1
5285,8.3,0.66,0.9,1.9,0.079,135.0,42.0,3,3.31,0.54,9.6,1
5286,7.8,0.46,1.56,1.9,0.08800000000000001,139.0,53.0,3,3.43,0.74,9.2,1
5287,9.6,0.38,2.17,2.5,0.096,158.0,115.80207972270364,3,3.19,0.7,10.0,1
5288,5.6,0.85,0.4,1.4,0.045,168.0,88.0,2,3.56,0.82,12.9,1
5290,9.5,0.37,2.6,2.0,0.08199999999999999,146.8341224489796,26.0,3,3.18,0.51,9.5,0
5291,8.4,0.665,3.05,2.0,0.11199999999999999,113.0,95.0,3,3.16,0.54,9.1,0
5292,12.7,0.6,3.25,2.3,0.063,106.0,25.0,3,3.03,0.57,9.9,0
5293,12.0,0.37,5.32,4.2,0.066,141.0,115.80207972270364,3,3.22,0.6,13.0,1
5294,6.6,0.735,0.1,7.9,0.122,162.0,124.0,3,3.47,0.53,9.9,0
5295,11.5,0.59,3.54,2.6,0.087,135.0,49.0,3,3.18,0.65,11.0,1
5296,11.5,0.59,3.54,2.6,0.087,125.0,49.0,3,3.18,0.65,11.0,1
5297,8.7,0.765,1.1,2.3,0.064,109.0,42.0,0,3.1,0.55,9.4,0
5298,6.6,0.735,1.8638096026490105,5.443836575875507,0.122,168.0,124.0,3,3.47,0.53,9.9,0
5299,7.7,0.26,1.8,1.7,0.059000000000000004,146.8341224489796,38.0,0,3.29,0.47,10.8,1
5300,12.2,0.48,3.24,2.6,0.085,143.0,64.0,3,3.1,0.61,10.5,1
5302,7.7,0.69,0.25,2.7,0.075,117.0,27.0,3,3.26,0.61,9.1,0
5303,8.7,0.31,2.76,1.4,0.059000000000000004,146.8341224489796,25.0,0,3.36,0.76,10.1,1
5304,9.8,0.44,2.82,2.5,0.063,129.0,28.0,3,3.24,0.65,10.8,1
5305,12.0,0.39,4.62,3.0,0.09300000000000001,152.0,30.0,3,3.18,0.63,10.8,1
5306,10.4,0.34,3.48,3.7,0.174,120.0,16.0,3,3.19,0.7,11.3,1
5307,12.5,0.46,1.96,4.5,0.07,108.0,49.0,3,3.05,0.57,9.6,0
5308,9.0,0.43,2.04,2.5,0.08,140.0,86.0,3,3.38,0.62,9.5,1
5309,9.1,0.45,1.75,2.4,0.08,121.0,78.0,3,3.38,0.62,9.5,0
5310,7.1,0.735,0.8,1.9,0.1,111.0,77.0,0,3.27,0.64,9.3,0
5311,9.9,0.4,1.8638096026490105,6.7,0.09699999999999999,148.0,19.0,3,3.27,0.82,11.7,1
5312,8.8,0.52,1.7,2.7,0.087,122.0,122.0,3,3.26,0.61,9.5,0
5313,8.6,0.725,1.2,6.6,0.11699999999999999,133.0,134.0,3,3.32,1.07,9.3,0
5314,10.6,0.48,3.84,2.2,0.111,118.0,20.0,3,3.26,0.66,11.7,1
5315,7.0,0.58,1.8638096026490105,1.9,0.091,132.0,124.0,0,3.44,0.48,10.5,0
5316,11.9,0.38,1.8638096026490105,2.0,0.121,127.0,20.0,3,3.24,0.76,10.4,1
5317,6.8,0.77,0.0,1.8,0.066,134.0,52.0,3,3.62,0.68,9.9,0
5318,9.5,0.56,2.31,2.4,0.08900000000000001,173.0,67.0,3,3.28,0.73,11.8,1
5319,6.6,0.84,0.21,2.3,0.059000000000000004,170.0,48.0,0,3.52,0.56,12.3,1
5320,7.7,0.96,1.0,2.0,0.047,117.0,60.0,0,3.36,0.44,10.9,0
5321,10.5,0.24,3.29,2.1,0.066,146.0,24.0,3,3.15,0.9,11.0,1
5322,7.7,0.96,1.0,2.0,0.047,117.0,60.0,0,3.36,0.44,10.9,0
5323,6.6,0.84,0.21,2.3,0.059000000000000004,168.0,48.0,0,3.52,0.56,12.3,1
5324,6.4,0.67,0.48,2.1,0.045,139.0,48.0,0,3.49,0.49,11.4,1
5325,9.5,0.78,1.8638096026490105,1.9,0.077,124.0,32.0,3,3.26,0.56,10.6,1
5326,9.1,0.52,1.65,1.3,0.07,115.0,30.0,3,3.24,0.6,9.3,0
5327,12.8,0.84,3.78,2.4,0.08800000000000001,131.0,35.0,3,3.1,0.6,10.4,1
5328,10.5,0.24,3.29,2.1,0.066,136.0,24.0,3,3.15,0.9,11.0,1
5329,7.8,0.55,1.75,2.2,0.07400000000000001,121.0,115.80207972270364,3,3.25,0.56,9.2,0
5330,11.9,0.37,1.8638096026490105,2.3,0.078,132.0,24.0,0,3.0,0.65,12.8,1
5331,12.3,0.39,3.15,2.3,0.091,104.0,18.0,3,3.16,0.49,9.5,0
5332,10.4,0.41,3.3,3.2,0.076,140.0,54.0,3,3.15,0.89,9.9,1
5333,12.3,0.39,3.15,2.3,0.091,102.0,18.0,3,3.16,0.49,9.5,0
5334,8.0,0.67,1.8,2.0,0.06,158.0,62.0,0,3.26,0.56,10.2,1
5335,11.1,0.45,4.38,3.2,0.066,122.0,22.0,3,3.17,0.66,11.2,1
5336,10.4,0.41,3.3,3.2,0.076,146.0,54.0,3,3.15,0.89,9.9,1
5337,7.0,0.62,0.9,1.5,0.062,146.8341224489796,50.0,0,3.08,0.6,9.3,0
5339,11.9,0.4,3.9,2.15,0.068,129.0,27.0,3,3.06,0.68,11.3,1
5341,10.0,0.44,3.43,2.7,0.077,149.0,115.80207972270364,0,3.23,0.63,11.6,1
5342,5.3,0.57,0.07,1.7,0.054000000000000006,151.0,27.0,2,3.57,0.84,12.5,1
5343,9.5,0.735,0.6,2.1,0.079,126.0,31.0,3,3.23,0.56,10.1,1
5344,12.5,0.38,3.0,2.6,0.081,133.0,72.0,3,3.1,0.73,10.5,0
5345,9.3,0.48,1.45,2.1,0.127,100.0,16.0,0,3.22,0.72,11.2,0
5346,8.6,0.53,1.32,2.0,0.1,125.0,27.0,0,3.2,0.56,10.2,1
5347,11.9,0.39,1.8638096026490105,2.8,0.095,139.0,35.0,3,3.1,0.61,10.8,1
5348,11.9,0.39,4.14,2.8,0.095,139.0,35.0,3,3.1,0.61,10.8,1
5350,6.8,0.56,0.18,1.7,0.084,136.0,35.0,0,3.44,0.63,10.0,1
5351,7.1831040774234385,0.33,4.41,2.8,0.084,141.0,115.80207972270364,3,3.26,0.74,11.2,1
5352,7.0,0.23,2.0,1.6,0.063,127.0,67.0,0,3.5,0.63,11.1,0
5353,11.3,0.62,5.36,5.2,0.086,168.0,19.0,3,3.22,0.69,13.4,1
5354,8.9,0.59,1.95,2.3,0.095,146.8341224489796,115.80207972270364,3,3.37,0.58,10.3,0
5355,9.2,0.63,1.05,2.7,0.09699999999999999,133.0,65.0,3,3.28,0.58,9.6,0
5356,10.4,0.33,4.41,2.8,0.084,147.0,22.0,3,3.26,0.74,11.2,1
5357,11.6,0.58,1.98,2.2,0.07400000000000001,70.0,47.0,3,3.25,0.57,9.0,0
5358,9.2,0.43,3.12,2.3,0.083,136.0,23.0,3,3.35,0.61,11.3,1
5359,8.3,0.615,1.1,2.6,0.087,102.0,19.0,3,3.26,0.61,9.3,0
5360,11.0,0.26,3.4,2.55,0.085,106.0,25.0,3,3.18,0.61,11.8,0
5361,8.1,0.66,3.5,2.2,0.098,127.0,129.0,3,3.08,0.53,9.0,0
5362,7.1831040774234385,0.315,3.24,2.1,0.084,127.0,115.80207972270364,3,2.98,0.7,9.2,1
5363,10.0,0.29,2.0,5.443836575875507,0.098,110.0,26.0,3,3.48,0.91,9.7,0
5364,10.3,0.5,1.8638096026490105,2.0,0.069,145.0,51.0,3,3.16,0.72,11.5,1
5366,11.4,0.36,4.14,2.1,0.09,124.0,21.0,3,3.17,0.62,9.2,1
5367,8.7,0.82,0.1,1.2,0.07,132.0,48.0,0,3.2,0.58,9.8,0
5368,13.0,0.32,3.25,2.6,0.09300000000000001,111.0,47.0,3,3.05,0.61,10.6,0
5369,9.6,0.54,2.52,2.4,0.081,145.0,115.80207972270364,3,3.2,0.71,11.4,1
5370,12.5,0.37,1.8638096026490105,2.6,0.083,145.0,68.0,3,3.15,0.82,10.4,1
5371,9.9,0.35,2.75,2.1,0.062,105.0,14.0,3,3.26,0.79,10.6,0
5372,10.5,0.28,3.06,1.7,0.08,128.0,24.0,3,3.2,0.89,9.4,1
5373,9.6,0.68,1.2,2.2,0.087,105.0,28.0,3,3.14,0.6,10.2,0
5374,9.3,0.27,2.05,2.0,0.091,108.0,16.0,3,3.28,0.7,9.7,0
5375,10.4,0.24,2.94,1.8,0.075,126.0,20.0,3,3.18,1.06,11.0,1
5376,9.6,0.68,1.2,2.2,0.087,103.0,28.0,3,3.14,0.6,10.2,0
5377,9.4,0.685,0.66,2.7,0.077,126.0,31.0,3,3.19,0.7,10.1,1
5378,10.6,0.28,1.95,15.5,0.069,108.0,23.0,3,3.12,0.66,9.2,0
5379,9.4,0.3,4.48,2.8,0.08,164.0,115.80207972270364,0,3.15,0.92,11.7,1
5380,7.1831040774234385,0.36,1.8638096026490105,2.2,0.152,112.0,115.80207972270364,3,3.04,1.05,9.4,0
5381,10.6,0.36,3.0,2.2,0.152,103.0,18.0,3,3.04,1.06,9.4,0
5382,10.6,0.44,4.08,4.1,0.114,128.0,24.0,3,3.06,0.66,13.4,1
5383,10.2,0.67,1.95,1.9,0.054000000000000006,102.0,17.0,3,3.17,0.47,10.0,0
5384,10.2,0.67,1.95,1.9,0.054000000000000006,106.0,17.0,3,3.17,0.47,10.0,0
5385,10.2,0.645,2.16,1.8,0.053,125.0,14.0,3,3.17,0.42,10.0,1
5386,11.6,0.32,3.85,2.8,0.081,146.8341224489796,67.0,3,3.32,0.92,10.8,1
5387,9.3,0.39,2.4,2.6,0.073,134.0,26.0,3,3.34,0.75,10.2,1
5388,9.3,0.775,1.62,2.8,0.078,144.0,56.0,3,3.31,0.67,10.6,1
5389,9.2,0.41,3.5,2.5,0.055,150.0,115.80207972270364,0,3.34,0.79,13.3,1
5390,7.1831040774234385,0.4,3.57,2.6,0.052000000000000005,149.0,27.0,0,3.32,0.9,13.4,1
5391,7.1831040774234385,0.69,1.86,3.0,0.086,143.0,81.0,3,3.48,0.74,11.6,1
5392,6.5,0.39,1.38,8.3,0.051,146.0,91.0,0,3.44,0.55,12.1,1
5393,10.7,0.35,4.24,2.6,0.07,161.0,16.0,3,3.15,0.65,11.0,1
5394,7.8,0.52,1.5,1.9,0.081,134.0,38.0,3,3.43,0.65,9.0,1
5395,7.2,0.34,1.6,2.5,0.09,147.0,113.0,0,3.32,0.79,11.1,0
5396,10.7,0.35,4.24,2.6,0.07,161.0,16.0,3,3.15,0.65,11.0,1
5397,8.7,0.69,1.86,3.0,0.086,141.0,81.0,3,3.48,0.74,11.6,1
5398,7.8,0.52,1.5,1.9,0.081,138.0,115.80207972270364,3,3.43,0.65,9.0,1
5399,10.4,0.44,5.11,6.55,0.07400000000000001,146.8341224489796,76.0,3,3.17,0.85,12.0,1
5400,10.4,0.44,5.11,6.55,0.07400000000000001,172.0,76.0,3,3.17,0.85,12.0,1
5401,10.5,0.26,3.29,1.9,0.078,144.0,24.0,3,3.18,1.04,10.9,1
5402,10.5,0.24,2.94,1.8,0.077,142.0,22.0,3,3.21,1.05,10.8,1
5403,10.2,0.49,4.41,2.9,0.07200000000000001,152.0,26.0,0,3.16,0.78,12.5,1
5404,10.4,0.24,3.22,1.8,0.075,148.0,21.0,3,3.25,1.02,10.8,1
5405,11.2,0.67,3.3,2.3,0.084,130.0,115.80207972270364,3,3.17,0.71,9.5,1
5406,10.0,0.59,1.86,2.2,0.09,150.0,62.0,3,3.18,0.63,10.2,1
5407,13.3,0.29,5.25,2.8,0.084,173.0,43.0,3,3.04,0.68,11.4,1
5408,12.4,0.42,2.45,4.6,0.073,127.0,43.0,3,3.02,0.61,9.5,0
5409,10.0,0.59,1.86,2.2,0.09,146.0,62.0,3,3.18,0.63,10.2,1
5410,10.7,0.4,2.88,2.1,0.125,135.0,49.0,3,3.03,0.81,9.7,1
5411,10.5,0.51,4.48,2.4,0.107,146.0,15.0,3,3.09,0.66,11.8,1
5412,10.5,0.51,4.48,2.4,0.107,148.0,15.0,3,3.09,0.66,11.8,1
5413,8.5,0.655,2.45,6.1,0.122,146.8341224489796,151.0,3,3.31,1.14,9.3,0
5414,12.5,0.6,2.94,4.3,0.1,127.0,14.0,3,3.25,0.74,11.9,1
5415,10.4,0.61,1.47,2.1,0.2,67.0,16.0,3,3.16,0.63,8.4,0
5416,10.9,0.21,2.94,2.8,0.08800000000000001,131.0,115.80207972270364,3,3.22,0.68,11.7,1
5418,9.8,0.25,2.94,2.7,0.08800000000000001,137.0,33.0,3,3.42,0.9,10.0,1
5419,7.6,0.41,2.45,2.0,0.08800000000000001,114.0,43.0,3,3.48,0.64,9.1,0
5420,8.2,0.39,2.45,2.3,0.099,153.0,133.0,3,3.38,0.99,9.8,0
5421,9.3,0.4,2.45,2.5,0.085,136.0,142.0,3,3.22,0.55,9.4,0
5422,9.2,0.43,2.45,2.4,0.086,123.0,116.0,3,3.23,0.64,9.5,0
5423,10.4,0.64,1.8638096026490105,2.8,0.105,131.0,53.0,3,3.24,0.67,9.9,0
5424,7.3,0.365,2.45,2.5,0.08800000000000001,137.0,106.0,0,3.36,0.78,11.0,0
5425,7.0,0.38,2.94,2.5,0.09699999999999999,155.0,85.0,0,3.39,0.77,11.4,1
5426,8.2,0.42,2.94,2.6,0.084,154.0,55.0,3,3.34,0.75,8.7,1
5427,9.9,0.63,1.2,2.4,0.077,104.0,33.0,3,3.09,0.57,9.4,0
5428,9.1,0.22,1.44,2.1,0.078,117.0,28.0,3,3.41,0.87,10.3,1
5429,11.9,0.38,2.45,2.7,0.098,112.0,42.0,3,3.16,0.61,10.3,0
5430,11.9,0.38,2.45,2.7,0.098,108.0,42.0,3,3.16,0.61,10.3,0
5431,10.3,0.27,1.44,2.1,0.07200000000000001,146.8341224489796,33.0,0,3.22,0.66,12.8,1
5432,10.0,0.48,1.44,2.7,0.102,133.0,32.0,3,3.28,0.56,10.0,1
5433,9.1,0.22,1.44,2.1,0.078,117.0,28.0,3,3.41,0.87,10.3,1
5434,9.9,0.63,1.2,2.4,0.077,106.0,33.0,3,3.09,0.57,9.4,0
5435,8.1,0.825,1.44,2.1,0.084,127.0,13.0,3,3.37,0.77,10.7,1
5436,12.9,0.35,3.43,5.8,0.066,143.0,115.80207972270364,3,3.2,0.66,12.0,1
5437,11.2,0.5,3.7,5.15,0.1,105.0,17.0,3,3.22,0.62,11.2,0
5438,9.2,0.59,1.2,3.3,0.10099999999999999,146.8341224489796,47.0,3,3.26,0.67,9.6,0
5439,9.5,0.46,2.94,6.3,0.064,125.0,17.0,3,3.21,0.73,11.0,1
5440,9.3,0.715,1.2,2.1,0.07,107.0,20.0,0,3.12,0.59,9.9,0
5441,11.2,0.66,1.44,2.5,0.085,140.0,53.0,3,3.06,0.72,11.0,1
5443,9.1,0.47,2.45,2.6,0.094,134.0,106.0,3,3.08,0.59,9.1,0
5444,7.5,0.55,1.44,2.0,0.078,132.0,28.0,3,3.45,0.78,9.5,1
5445,10.6,0.31,2.94,2.5,0.067,128.0,21.0,3,3.26,0.86,10.7,1
5446,12.4,0.35,2.94,2.6,0.079,145.0,69.0,3,3.12,0.75,10.4,1
5447,9.0,0.53,2.94,1.9,0.171,124.0,25.0,3,3.27,0.61,9.4,1
5448,6.8,0.51,0.06,2.1,0.07400000000000001,135.0,25.0,0,3.33,0.56,9.5,1
5449,9.4,0.43,1.44,2.8,0.092,134.0,45.0,3,3.19,0.73,10.0,1
5450,7.1831040774234385,0.46,1.44,2.7,0.092,132.0,44.0,3,3.12,0.74,10.0,1
5451,5.0,1.04,1.2,1.6,0.05,136.0,96.0,2,3.74,0.62,11.5,0
5454,10.9,0.53,2.94,4.6,0.11800000000000001,126.0,17.0,3,3.07,0.56,11.7,1
5456,10.9,0.53,2.94,4.6,0.11800000000000001,130.0,17.0,3,3.07,0.56,11.7,1
5457,13.0,0.47,2.94,4.3,0.085,120.0,47.0,3,3.3,0.68,12.7,1
5458,12.7,0.6,2.45,2.8,0.075,103.0,19.0,3,3.14,0.57,11.4,0
5459,9.0,0.44,2.45,2.4,0.078,124.0,121.0,3,3.23,0.58,9.2,0
5460,9.0,0.54,2.45,2.9,0.094,139.0,110.0,3,3.08,0.61,9.2,0
5461,7.6,0.29,2.94,2.7,0.092,153.0,115.80207972270364,3,3.31,0.61,10.1,1
5463,12.7,0.6,2.45,2.8,0.075,103.0,19.0,3,3.14,0.57,11.4,0
5464,8.7,0.7,1.44,2.5,0.226,127.0,15.0,3,3.32,0.6,9.0,1
5465,8.7,0.7,1.44,2.5,0.226,127.0,15.0,3,3.32,0.6,9.0,1
5466,9.8,0.5,2.94,2.6,0.25,125.0,20.0,3,3.31,0.79,10.7,1
5467,6.2,0.36,1.44,2.2,0.095,135.0,42.0,2,3.57,0.57,11.7,1
5468,11.5,0.35,2.94,3.3,0.07,132.0,37.0,3,3.32,0.91,11.0,1
5469,6.2,0.36,1.44,2.2,0.095,137.0,42.0,2,3.57,0.57,11.7,1
5470,10.2,0.24,2.45,2.4,0.075,108.0,28.0,3,3.14,0.61,10.4,0
5471,10.5,0.59,1.96,2.1,0.07,92.0,47.0,3,3.3,0.56,9.6,0
5472,10.6,0.34,2.94,3.2,0.078,138.0,78.0,3,3.19,0.7,10.0,1
5473,12.3,0.27,2.94,3.1,0.079,146.8341224489796,46.0,3,3.2,0.8,10.2,1
5474,9.9,0.5,0.96,2.3,0.10300000000000001,88.0,14.0,3,3.34,0.52,10.0,0
5475,8.8,0.44,1.8638096026490105,2.8,0.083,116.0,115.80207972270364,3,3.3,0.6,9.5,0
5476,8.8,0.47,2.45,2.9,0.085,117.0,110.0,3,3.29,0.6,9.8,0
5477,10.6,0.31,2.94,2.2,0.063,134.0,40.0,3,3.14,0.51,9.8,1
5478,12.3,0.5,2.45,2.2,0.08900000000000001,103.0,14.0,3,3.19,0.44,9.6,0
5479,12.3,0.5,2.45,2.2,0.08900000000000001,103.0,14.0,3,3.19,0.44,9.6,0
5480,11.7,0.49,2.45,2.2,0.083,105.0,15.0,3,3.19,0.43,9.2,0
5481,12.0,0.28,3.43,1.9,0.07400000000000001,152.0,21.0,3,2.98,0.66,9.9,1
5482,11.8,0.33,1.8638096026490105,3.4,0.09300000000000001,194.0,80.0,3,3.3,0.76,10.7,1
5483,7.6,0.51,1.44,2.4,0.091,122.0,38.0,3,3.47,0.66,9.6,1
5484,11.1,0.31,3.43,2.7,0.094,156.0,47.0,3,3.12,1.02,10.6,1
5485,7.3,0.73,1.2,1.9,0.10800000000000001,116.0,102.0,0,3.26,0.59,9.3,0
5487,10.2,0.29,1.8638096026490105,2.6,0.059000000000000004,147.0,13.0,3,3.05,0.74,10.5,1
5488,9.0,0.45,2.45,2.6,0.084,125.0,75.0,3,3.35,0.57,9.7,0
5490,9.0,0.45,2.45,2.6,0.084,119.0,75.0,3,3.35,0.57,9.7,0
5491,9.9,0.49,2.9,3.5,0.094,103.0,43.0,3,3.29,0.58,9.0,0
5492,7.9,0.72,0.85,2.6,0.096,116.0,38.0,3,3.4,0.53,10.487660536156229,0
5493,8.9,0.595,2.05,7.9,0.086,130.0,109.0,3,3.27,0.57,9.3,0
5494,12.4,0.4,3.06,2.0,0.059000000000000004,124.0,24.0,3,3.04,0.6,9.3,1
5495,11.9,0.58,3.48,1.9,0.071,129.0,18.0,3,3.09,0.63,10.0,1
5496,8.5,0.585,1.08,2.1,0.078,123.0,30.0,0,3.2,0.48,9.8,1
